WKT,Name,LongDescription,Category,SubCategory,Code,Address,Postcode,Chain,Borough
POINT (442921.745870135 511725.212566293),Neal Blenkiron & Co. Financial Services Limited,Financial & Professional Services Finance and Insurance,Financial & Professional Services,Finance and Insurance,72,8 Atwater Close,TS15 9UF,,STOCKTON ON TEES
POINT (442921.819112349 520099.25560704),PMC Worldwide Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,3 Bakery Drive,TS19 0SN,,STOCKTON ON TEES
POINT (442933.417467033 519883.364300782),Bellerby Construction Limited,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,39 Bishopton Avenue,TS19 0RA,,STOCKTON ON TEES
POINT (442938.646662846 511891.065986756),4 U Consulting,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,19 Hemingford Gardens,TS15 9ST,,STOCKTON ON TEES
POINT (442941.609119722 509913.884391109),ZKK Properties,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,3 Braeside,TS15 9,,STOCKTON ON TEES
POINT (442944.144062547 520811.789652576),Hoburne Park-Torbay,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,237 Darlington Lane,TS19 8AA,Cardtronics,STOCKTON ON TEES
POINT (442944.144062547 520811.789652576),McColl's,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,237 Darlington Lane,TS19 8AA,McColl's,STOCKTON ON TEES
POINT (442944.144062547 520811.789652576),Post Office,"Government, Community & Religious Post Office","Government, Community & Religious",Post Office,116,237 Darlington Lane,TS19 8AA,Post Office,STOCKTON ON TEES
POINT (442946.16739709 518444.818601116),Middlesbrough,"Government, Community & Religious Organizations and Societies","Government, Community & Religious",Organizations and Societies,114,16 Crayke Road,TS18 4EY,,STOCKTON ON TEES
POINT (442948.681985164 509954.234495401),GWB Photographic Services,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,9 Braeside,TS15 9,,STOCKTON ON TEES
POINT (442952.806507825 515801.082006688),Preston Park Museum and Grounds,"Entertainment, Arts & Leisure Museum","Entertainment, Arts & Leisure",Museum,53,Preston Park,TS18 3RH,,STOCKTON ON TEES
POINT (442962.155129927 521102.742645783),Bdetailinguk,Automotive & Transport Car Wash,Automotive & Transport,Car Wash,5,,TS19 9AF,,STOCKTON ON TEES
POINT (442962.230469997 519927.035891347),Waller Properties Limited,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,2 Elmwood Grove,TS19 0RB,,STOCKTON ON TEES
POINT (442964.872978049 521143.609239236),Rumpelginskin Limited,Food & Drink Restaurant,Food & Drink,Restaurant,100,61 Rothwell Crescent,TS19 9AR,,STOCKTON ON TEES
POINT (442965.592500187 512558.660317896),JPS Contract Services Limited,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,77 Valley Drive,TS15 9JQ,,STOCKTON ON TEES
POINT (442966.328310092 521119.474468267),Bdetailinguk,Automotive & Transport Car Wash,Automotive & Transport,Car Wash,5,6 Ruislip Close,TS19 9AF,,STOCKTON ON TEES
POINT (442967.490434403 518323.164657316),Sharkbite Clobber,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,Bromley Road,TS18 4HE,,STOCKTON ON TEES
POINT (442969.682621214 511717.651209394),Sasch Window & Door Repairs,"Construction, Manufacturing & Trades Glass and Window","Construction, Manufacturing & Trades",Glass and Window,20,5 Miller Close,TS15 9UU,,STOCKTON ON TEES
POINT (442970.654180605 518000.811176194),Stockton Arms,Hospitality & Lodging Hotel or Motel,Hospitality & Lodging,Hotel or Motel,137,24 Darlington Road,TS18 5BH,,STOCKTON ON TEES
POINT (442971.625705527 520295.80535315),Keith Property Development,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,22 Spenborough Road,TS19 0QY,,STOCKTON ON TEES
POINT (442973.399538379 515785.807949728),Preston Park Museum Shop,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS18 3RH,,STOCKTON ON TEES
POINT (442973.970663153 520293.935625393),Kelly School of Dancing,"Entertainment, Arts & Leisure Dancing","Entertainment, Arts & Leisure",Dancing,42,28 Spenborough Road,TS19 0QY,,STOCKTON ON TEES
POINT (442976.036112928 522373.841908641),Miss Peachy,Retail & Consumer Goods Women's Apparel,Retail & Consumer Goods,Women's Apparel,182,Fairview Gardens,TS20 1UA,,STOCKTON ON TEES
POINT (442977.415867264 518938.540840918),G J Shiel Contracting Limited,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,5 Spennithorne Road,TS18 4,,STOCKTON ON TEES
POINT (442978.193913356 509778.57665612),Ble S,Education & Training School,Education & Training,School,33,5 Manor Garth,TS15 9LG,,STOCKTON ON TEES
POINT (442986.634639647 521248.75451316),Elim Pentecostal Church,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,,TS19 9AT,,STOCKTON ON TEES
POINT (442990.481263919 520840.380854286),CORAL,Automotive & Transport Gas Station,Automotive & Transport,Gas Station,6,Durham Road,TS19 9AA,CORAL,STOCKTON ON TEES
POINT (442992.044034769 520818.584050442),Lab Skincare L,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,227 Durham Road,TS19 0,,STOCKTON ON TEES
POINT (442994.889330164 517913.683038216),Vape City E Juice,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,2 Spring Way,TS18 5DZ,,STOCKTON ON TEES
POINT (443006.047349342 517999.475011028),The Village Deli,Food & Drink Coffee Shop,Food & Drink,Coffee Shop,90,22 Darlington Road,TS18 5BD,,STOCKTON ON TEES
POINT (443009.498730857 520839.002180063),The Velveteen Rabbit Luncheon Club,Food & Drink Restaurant,Food & Drink,Restaurant,100,224 Durham Road,TS19 0PT,,STOCKTON ON TEES
POINT (443017.487156049 519757.849837874),Shaw Trust Stockton Cafe',Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS18 4PH,,STOCKTON ON TEES
POINT (443022.225811986 521504.819367732),Hair by Carrie,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,15 Radlett Avenue,TS19 9DP,,STOCKTON ON TEES
POINT (443028.139999462 520959.809177104),St Gregorys Catholic Academy,Education & Training Education Facility,Education & Training,Education Facility,31,,TS19 9AD,,STOCKTON ON TEES
POINT (443028.139999462 520959.809177104),St Gregory's Catholic Primary School,Education & Training School,Education & Training,School,33,Ragpath Lane,TS19 9AD,,STOCKTON ON TEES
POINT (443038.975250459 510714.78827431),Judges Country House,Hospitality & Lodging Hotel,Hospitality & Lodging,Hotel,136,A67,TS15 9,PRIDE OF BRITAIN HOTELS,STOCKTON ON TEES
POINT (443039.460356212 511859.966560368),Hannaway Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,4 Kelsterne Close,TS15 9SX,,STOCKTON ON TEES
POINT (443039.868550263 511644.756554985),Hajo Engineering Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,9 Carpenter Close,TS15 9UT,,STOCKTON ON TEES
POINT (443041.984236579 511729.571189783),Yarm Cakes,Retail & Consumer Goods Grocery,Retail & Consumer Goods,Grocery,163,2 Howden Dike,TS15 9UP,,STOCKTON ON TEES
POINT (443053.667009399 522227.568658589),Nuffield Health Tees Hospital,Health & Wellness Hospital or Health Care Facility,Health & Wellness,Hospital or Health Care Facility,127,The Glebe,TS20 1,,STOCKTON ON TEES
POINT (443061.378188466 512310.631099223),WMC Projects,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,4 West Moor Close,TS15 9RG,,STOCKTON ON TEES
POINT (443065.781281396 520032.506891784),Goldleaf Catering,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,15 Glaisdale Avenue,TS19 0RS,,STOCKTON ON TEES
POINT (443067.87355456 518933.050291004),Early Bird Gardening Maintenance,"Construction, Manufacturing & Trades Landscaping Services","Construction, Manufacturing & Trades",Landscaping Services,22,16 Spennithorne Road,TS18 4JW,,STOCKTON ON TEES
POINT (443084.881297938 520221.423422369),Newham Grange Park,"Entertainment, Arts & Leisure Park-Recreation Area","Entertainment, Arts & Leisure",Park-Recreation Area,56,Bishopton Avenue,TS19 0RQ,,STOCKTON ON TEES
POINT (443086.032323391 509887.200001933),Strictly Dance Infusion,"Entertainment, Arts & Leisure Dancing","Entertainment, Arts & Leisure",Dancing,42,Pump Lane,TS15 9,,STOCKTON ON TEES
POINT (443089.521407199 520709.222076779),The Barber House,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,Durham Road,TS19 0QA,,STOCKTON ON TEES
POINT (443090.142267807 525900.842291894),Dodd Group,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,Wellington Drive,TS22 5QJ,,STOCKTON ON TEES
POINT (443090.471399595 520122.322908183),M J Personal Training,"Entertainment, Arts & Leisure Sporting Instruction and Camps","Entertainment, Arts & Leisure",Sporting Instruction and Camps,61,4 Farndale Green,TS19 0RG,,STOCKTON ON TEES
POINT (443101.20735011 516641.631115029),Costa Express,Food & Drink Coffee Shop,Food & Drink,Coffee Shop,90,Yarm Road,TS18 3,Costa Coffee,STOCKTON ON TEES
POINT (443108.697201158 511757.129935047),Jupp Associates Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,12 Oughton Close,TS15 9SZ,,STOCKTON ON TEES
POINT (443114.296983288 518509.166542061),L C N Property,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,5 Burnside Court,TS18 4EU,,STOCKTON ON TEES
POINT (443114.642480946 516678.257718305),BMO Harris Bank,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Yarm Road,TS18 3RW,BMO Harris Bank,STOCKTON ON TEES
POINT (443114.642480946 516678.257718305),Stockton Service Station Kiosk,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Yarm Road,TS18 3RW,,STOCKTON ON TEES
POINT (443114.642480946 516678.257718305),Londis,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Yarm Road,TS18 3RW,Londis,STOCKTON ON TEES
POINT (443114.642480946 516678.257718305),Motorpoint,Retail & Consumer Goods Used Car Dealer,Retail & Consumer Goods,Used Car Dealer,178,Yarm Road,TS18 3RW,,STOCKTON ON TEES
POINT (443115.571275124 522371.487060649),Philip Regan Engineering Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,19 Chelsea Gardens,TS20 1RZ,,STOCKTON ON TEES
POINT (443118.284440544 509827.078426522),Yarm Lunch Club,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS15 9LQ,,STOCKTON ON TEES
POINT (443121.154370837 516550.569359399),We Want Any Car,Retail & Consumer Goods Used Car Dealer,Retail & Consumer Goods,Used Car Dealer,178,,TS18 3,,STOCKTON ON TEES
POINT (443123.818226414 509783.063353401),Delta Force,"Entertainment, Arts & Leisure Sports Activities","Entertainment, Arts & Leisure",Sports Activities,62,Pump Lane,TS15 9,,STOCKTON ON TEES
POINT (443124.261322432 519522.269921589),Theakston Locksmiths,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,33 Grange Avenue,TS18 4PT,,STOCKTON ON TEES
POINT (443125.165882768 516516.332867713),Motability Scheme At Vertu Mini Teesside,Health & Wellness Healthcare and Healthcare Support Services,Health & Wellness,Healthcare and Healthcare Support Services,124,Avro Close,TS18 3,,STOCKTON ON TEES
POINT (443125.328305476 525846.757064056),Greenthumb Darlington,"Construction, Manufacturing & Trades Landscaping Services","Construction, Manufacturing & Trades",Landscaping Services,22,Burntoft,TS22 5SX,,STOCKTON ON TEES
POINT (443125.910054345 516615.601908679),Prestige Servicing,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Concorde Way,TS18 3,Prestige,STOCKTON ON TEES
POINT (443126.333883883 511919.764010468),CP Landscapes & Gardens,"Construction, Manufacturing & Trades Landscaping Services","Construction, Manufacturing & Trades",Landscaping Services,22,2 Hemingford Gardens,TS15 9,,STOCKTON ON TEES
POINT (443126.73614649 509906.612717555),Kirklevington County Primary School,Education & Training School,Education & Training,School,33,Forest Lane,TS15 9LX,,STOCKTON ON TEES
POINT (443127.827204967 516768.741715628),Shell,Automotive & Transport Gas Station,Automotive & Transport,Gas Station,6,Yarm Road,TS18 3,Shell,STOCKTON ON TEES
POINT (443129.698344103 516194.447276913),Temp Team,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,Preston Lane,TS18 3QW,,STOCKTON ON TEES
POINT (443138.863232401 516566.315785827),Motability Scheme At Vertu BMW Teesside,Health & Wellness Healthcare and Healthcare Support Services,Health & Wellness,Healthcare and Healthcare Support Services,124,Avro Close,TS18 3,,STOCKTON ON TEES
POINT (443139.633380005 520653.052473187),Local Solutions N E Community Interest Co,Financial & Professional Services Management and Consulting Services,Financial & Professional Services,Management and Consulting Services,78,Durham Road,TS19 0QA,,STOCKTON ON TEES
POINT (443142.525210852 519833.92385572),Kings Door Services,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,Del Strother Avenue,TS19 0,,STOCKTON ON TEES
POINT (443144.02466308 516752.647750443),Footwear Retailer Moshulu in Stockton,Retail & Consumer Goods Shoestore,Retail & Consumer Goods,Shoestore,175,Yarm Road,TS18 3,,STOCKTON ON TEES
POINT (443144.037325207 516559.687842807),Cooper Teesside,Automotive & Transport Automobile Dealer,Automotive & Transport,Automobile Dealer,2,Concorde Way,TS18 3,BMWi,STOCKTON ON TEES
POINT (443144.037325207 516559.687842807),Vertu Teesside,Automotive & Transport Automobile Dealer,Automotive & Transport,Automobile Dealer,2,Concorde Way,TS18 3,BMW,STOCKTON ON TEES
POINT (443146.046452311 516757.78574142),Flowers From the Heart,Retail & Consumer Goods Florist,Retail & Consumer Goods,Florist,157,,TS18 3SQ,,STOCKTON ON TEES
POINT (443146.046452311 516757.78574142),Granite Transformations,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Yarm Road,TS18 3SQ,Granite Transformations,STOCKTON ON TEES
POINT (443146.046452311 516757.78574142),Dobbies Garden Centre,Retail & Consumer Goods Garden Center,Retail & Consumer Goods,Garden Center,160,Yarm Road,TS18 3SQ,,STOCKTON ON TEES
POINT (443146.046452311 516757.78574142),Wyevale Garden Centre,Retail & Consumer Goods Garden Center,Retail & Consumer Goods,Garden Center,160,Yarm Road,TS18 3SQ,,STOCKTON ON TEES
POINT (443146.046452311 516757.78574142),Wyevale Garden Centre,Food & Drink Restaurant,Food & Drink,Restaurant,100,Yarm Road,TS18 3SQ,,STOCKTON ON TEES
